id,anno,gender,geographical_area,age,edu_qualification,employment_status,age_class,FA1,FA2,FA3,FA,FK1,FK2,FK3,FK4,FK5,FK6,FK7,FK,FB1,FB2,FB3,FB4,FB5,FB6,FB7,FB8,FB,FL,age_score,age_label
611,2017,M,South,73.0,6.0,Retired,70+,1,5,5,3.67,1,0,0,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.67,3,Anziani
612,2017,M,Islands,79.0,1.0,Retired,70+,1,4,4,3.0,1,0,1,1,1,1,1,6,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,15.0,3,Anziani
613,2017,F,North-west,66.0,4.0,Homemaker,60-69,3,3,2,2.67,0,1,1,1,1,1,1,6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,13.67,3,Anziani
614,2017,M,Centre,57.0,4.0,Employed,50-59,3,4,2,3.0,1,1,1,1,1,1,1,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,13.0,2,Adulti
615,2017,F,South,49.0,4.0,Homemaker,40-49,1,1,4,2.0,0,0,0,0,1,1,0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,2,Adulti
617,2017,M,Islands,76.0,1.0,Retired,70+,5,5,3,4.33,1,0,0,0,1,1,0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,11.33,3,Anziani
618,2017,M,Centre,24.0,1.0,Employed,18-29,2,3,1,2.0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,7.0,9.0,1,Giovani
619,2017,M,Centre,30.0,1.0,Employed,30-39,5,5,3,4.33,0,0,0,0,1,1,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,14.33,1,Giovani
620,2017,F,South,39.0,1.0,Unemployed,30-39,2,2,2,2.0,1,1,0,0,0,1,1,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,10.0,2,Adulti
621,2017,M,North-west,35.0,1.0,Employed,30-39,5,5,5,5.0,1,1,0,0,0,1,1,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,1,Giovani
622,2017,F,Centre,25.0,1.0,Student,18-29,4,3,3,3.33,0,1,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,7.33,1,Giovani
624,2017,F,Centre,69.0,4.0,Homemaker,60-69,5,3,3,3.67,1,0,0,0,0,1,0,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,10.67,3,Anziani
625,2017,F,Centre,70.0,5.0,Retired,70+,2,3,2,2.33,1,1,1,1,1,1,0,6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,14.33,3,Anziani
628,2017,M,South,41.0,4.0,Employed,40-49,5,5,4,4.67,1,0,0,0,1,0,0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,10.67,2,Adulti
630,2017,F,Centre,23.0,1.0,Student,18-29,4,3,3,3.33,1,1,1,1,1,1,1,7,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,15.33,1,Giovani
633,2017,F,Islands,45.0,4.0,Homemaker,40-49,5,5,-97,4.33,0,1,0,0,0,1,0,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,11.33,2,Adulti
634,2017,F,Islands,21.0,4.0,Self-employed,18-29,5,5,5,5.0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,9.0,1,Giovani
635,2017,F,South,31.0,1.0,Unemployed,30-39,5,5,5,5.0,1,0,0,0,0,1,0,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,13.0,1,Giovani
637,2017,F,South,68.0,3.0,Retired,60-69,1,1,1,1.0,0,0,0,0,0,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3,Anziani
638,2017,M,Centre,65.0,4.0,Retired,60-69,5,2,2,3.0,0,1,1,0,1,1,1,5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,14.0,3,Anziani
639,2017,F,Centre,64.0,4.0,Homemaker,60-69,5,4,4,4.33,1,1,0,0,1,1,1,5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,15.33,3,Anziani
640,2017,F,North-east,42.0,4.0,Employed,40-49,4,4,3,3.67,0,1,0,0,1,1,0,3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,11.67,2,Adulti
641,2017,M,Centre,46.0,3.0,Employed,40-49,3,4,3,3.33,0,1,0,0,1,1,0,3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,10.33,2,Adulti
642,2017,F,North-east,50.0,3.0,Employed,50-59,3,5,5,4.33,0,0,0,0,1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,12.33,2,Adulti
643,2017,M,Centre,31.0,3.0,Unemployed,30-39,1,-97,-97,2.33,0,0,0,0,1,1,0,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,8.33,1,Giovani
644,2017,F,Centre,56.0,1.0,Other,50-59,4,5,1,3.33,1,0,0,0,1,0,0,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,10.33,2,Adulti
645,2017,F,Centre,40.0,1.0,Unemployed,40-49,5,4,5,4.67,1,1,1,1,1,1,1,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,18.67,2,Adulti
646,2017,M,Islands,71.0,4.0,Retired,70+,4,4,4,4.0,1,1,1,0,1,1,1,6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,14.0,3,Anziani
647,2017,F,Centre,25.0,3.0,Unemployed,18-29,5,5,5,5.0,0,0,0,0,1,0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,11.0,1,Giovani
648,2017,M,Centre,32.0,4.0,Retired,30-39,-97,3,3,3.0,0,1,0,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,9.0,1,Giovani
649,2017,F,Centre,51.0,4.0,Homemaker,50-59,1,4,4,3.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,7.0,2,Adulti
651,2017,F,North-west,28.0,1.0,Employed,18-29,4,3,3,3.33,0,1,1,1,1,1,0,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,12.33,1,Giovani
652,2017,F,North-west,31.0,1.0,Employed,30-39,4,3,3,3.33,0,1,1,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,15.33,1,Giovani
654,2017,F,North-west,45.0,4.0,Homemaker,40-49,3,2,2,2.33,0,0,0,0,1,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,8.33,2,Adulti
655,2017,M,Centre,67.0,4.0,Retired,60-69,1,4,3,2.67,1,1,0,0,1,1,1,5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,12.67,3,Anziani
656,2017,F,North-west,63.0,4.0,Retired,60-69,5,5,5,5.0,0,0,0,0,1,1,1,3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,12.0,3,Anziani
657,2017,M,North-east,27.0,4.0,Homemaker,18-29,3,3,3,3.0,1,1,1,1,1,1,1,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,13.0,1,Giovani
658,2017,F,North-west,89.0,5.0,Retired,70+,5,5,4,4.67,1,1,0,0,1,1,0,4,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,13.67,3,Anziani
659,2017,F,South,29.0,1.0,Unemployed,18-29,5,3,2,3.33,0,0,1,1,1,1,0,4,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,11.33,1,Giovani
660,2017,F,North-east,42.0,3.0,Employed,40-49,2,5,2,3.0,1,1,1,1,1,1,0,6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,13.0,2,Adulti
661,2017,M,North-west,68.0,3.0,Retired,60-69,5,5,3,4.33,1,0,0,0,1,1,0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,13.33,3,Anziani
662,2017,F,North-east,72.0,4.0,Retired,70+,5,3,3,3.67,0,1,0,0,1,1,0,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,13.67,3,Anziani
663,2017,F,South,77.0,4.0,Homemaker,70+,5,5,1,3.67,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,12.67,3,Anziani
664,2017,F,Centre,21.0,3.0,Student,18-29,3,3,4,3.33,1,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.33,1,Giovani
666,2017,F,North-west,68.0,4.0,Retired,60-69,4,4,4,4.0,1,0,0,0,1,0,0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,12.0,3,Anziani
667,2017,F,North-west,74.0,3.0,Retired,70+,-97,2,2,2.33,0,0,0,0,1,0,0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,8.33,3,Anziani
668,2017,F,South,76.0,6.0,Homemaker,70+,4,5,5,4.67,1,0,0,0,1,0,1,3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,11.67,3,Anziani
669,2017,F,North-west,42.0,4.0,Homemaker,40-49,4,4,3,3.67,1,1,0,0,1,1,0,4,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,11.67,2,Adulti
670,2017,M,South,34.0,3.0,Employed,30-39,4,3,2,3.0,0,1,0,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,10.0,1,Giovani
671,2017,F,South,39.0,4.0,Self-employed,30-39,1,3,3,2.33,0,1,1,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,8.0,14.33,2,Adulti
672,2017,F,Islands,36.0,4.0,Employed,30-39,3,5,4,4.0,1,1,0,0,1,1,0,4,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,13.0,2,Adulti
674,2017,F,South,32.0,4.0,Unemployed,30-39,2,3,2,2.33,1,1,0,0,1,1,0,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,9.33,1,Giovani
676,2017,F,North-west,86.0,6.0,Retired,70+,5,5,3,4.33,0,0,0,0,1,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,8.33,3,Anziani
677,2017,F,Islands,50.0,3.0,Homemaker,50-59,2,2,3,2.33,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,9.33,2,Adulti
678,2017,M,Islands,19.0,4.0,Unemployed,18-29,-99,-99,1,2.33,0,0,0,0,0,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,9.33,1,Giovani
679,2017,F,Centre,36.0,1.0,Employed,30-39,5,5,2,4.0,0,1,1,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,17.0,2,Adulti
680,2017,F,South,65.0,1.0,Retired,60-69,3,3,3,3.0,0,1,1,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3,Anziani
681,2017,F,North-east,31.0,1.0,Employed,30-39,3,3,3,3.0,1,1,1,1,0,1,1,6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,13.0,1,Giovani
682,2017,F,Centre,46.0,1.0,Employed,40-49,1,2,3,2.0,1,0,0,0,1,1,0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,11.0,2,Adulti
683,2017,F,North-east,44.0,4.0,Homemaker,40-49,2,3,2,2.33,1,1,1,1,1,1,1,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,12.33,2,Adulti
684,2017,M,Centre,29.0,1.0,Unemployed,18-29,1,2,1,1.33,0,1,1,1,1,1,1,6,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,11.33,1,Giovani
685,2017,F,Islands,45.0,3.0,Homemaker,40-49,5,3,3,3.67,1,1,0,0,1,0,1,4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,11.67,2,Adulti
686,2017,M,North-west,20.0,3.0,Student,18-29,4,1,1,2.0,1,1,1,0,1,1,1,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,1,Giovani
687,2017,F,North-east,47.0,4.0,Unemployed,40-49,3,2,4,3.0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,9.0,2,Adulti
688,2017,M,Islands,78.0,6.0,Retired,70+,4,3,4,3.67,1,1,1,1,1,1,0,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,16.67,3,Anziani
689,2017,F,North-west,57.0,4.0,Retired,50-59,4,2,4,3.33,1,1,1,1,1,1,0,6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,16.33,2,Adulti
690,2017,M,Centre,61.0,3.0,Retired,60-69,1,3,-99,2.33,1,0,0,0,1,1,1,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,9.33,3,Anziani
691,2017,F,South,33.0,4.0,Homemaker,30-39,4,4,2,3.33,0,1,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,7.33,1,Giovani
692,2017,F,Centre,70.0,4.0,Homemaker,70+,-97,3,3,3.0,0,0,0,0,1,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,3,Anziani
694,2017,M,North-west,35.0,4.0,Employed,30-39,4,2,3,3.0,0,1,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,10.0,1,Giovani
695,2017,M,North-east,36.0,4.0,Employed,30-39,4,4,3,3.67,1,1,1,0,1,1,1,6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,12.67,2,Adulti
696,2017,F,Islands,69.0,4.0,Homemaker,60-69,2,5,1,2.67,0,0,0,0,1,1,0,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,9.67,3,Anziani
697,2017,F,Islands,46.0,1.0,Employed,40-49,3,3,3,3.0,0,1,0,0,1,1,0,3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,10.0,2,Adulti
698,2017,M,Centre,34.0,3.0,Unemployed,30-39,3,3,3,3.0,1,1,1,1,0,0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,1,Giovani
699,2017,F,North-east,49.0,1.0,Unemployed,40-49,4,3,3,3.33,0,1,1,0,0,0,0,2,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,10.33,2,Adulti
700,2017,M,Centre,74.0,4.0,Retired,70+,5,-97,4,4.0,0,0,0,0,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,3,Anziani
701,2017,M,North-west,56.0,4.0,Unemployed,50-59,1,-97,1,1.67,1,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,6.67,2,Adulti
702,2017,M,North-west,65.0,4.0,Retired,60-69,5,5,3,4.33,1,1,1,1,1,1,1,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,14.33,3,Anziani
703,2017,F,South,41.0,3.0,Unemployed,40-49,5,5,5,5.0,1,1,1,0,0,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,15.0,2,Adulti
704,2017,F,Islands,57.0,4.0,Employed,50-59,1,5,3,3.0,1,0,0,0,0,1,0,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,10.0,2,Adulti
705,2017,M,South,55.0,3.0,Employed,50-59,4,3,3,3.33,1,1,1,1,1,1,1,7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,15.33,2,Adulti
706,2017,F,North-west,66.0,5.0,Homemaker,60-69,4,3,4,3.67,1,1,1,1,1,1,1,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,13.67,3,Anziani
707,2017,F,North-east,56.0,1.0,Self-employed,50-59,3,2,3,2.67,1,1,1,0,1,1,1,6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,13.67,2,Adulti
708,2017,F,North-west,38.0,3.0,Employed,30-39,1,5,5,3.67,0,1,1,1,1,0,0,4,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,11.67,2,Adulti
709,2017,F,North-west,42.0,3.0,Employed,40-49,1,3,2,2.0,0,1,0,0,1,1,1,4,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,11.0,2,Adulti
711,2017,F,Centre,87.0,5.0,Retired,70+,5,1,4,3.33,0,1,0,0,1,1,1,4,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,13.33,3,Anziani
714,2017,F,Islands,39.0,4.0,Employed,30-39,1,5,5,3.67,0,0,0,0,0,1,0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,8.67,2,Adulti
715,2017,F,North-east,61.0,1.0,Self-employed,60-69,5,5,3,4.33,0,0,0,0,1,1,1,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,13.33,3,Anziani
716,2017,F,North-west,59.0,1.0,Employed,50-59,4,4,4,4.0,1,1,0,0,1,1,1,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,16.0,2,Adulti
717,2017,M,North-east,56.0,4.0,Other,50-59,5,3,2,3.33,0,0,0,0,1,1,1,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,11.33,2,Adulti
718,2017,F,North-east,66.0,4.0,Homemaker,60-69,1,5,-99,3.0,1,0,0,0,1,1,0,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,12.0,3,Anziani
719,2017,M,South,70.0,6.0,Retired,70+,1,5,5,3.67,0,0,0,0,1,1,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7.67,3,Anziani
720,2017,F,Islands,33.0,3.0,Homemaker,30-39,3,5,4,4.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,1,Giovani
721,2017,M,South,82.0,4.0,Retired,70+,3,2,3,2.67,0,0,0,0,1,1,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.67,3,Anziani
722,2017,F,Islands,81.0,6.0,Retired,70+,1,5,5,3.67,0,0,0,0,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,10.67,3,Anziani
725,2017,F,Centre,50.0,3.0,Employed,50-59,2,3,3,2.67,0,1,0,0,1,1,1,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,12.67,2,Adulti
726,2017,M,North-east,68.0,5.0,Retired,60-69,1,5,2,2.67,0,0,0,0,1,1,0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,11.67,3,Anziani
728,2017,F,Centre,46.0,1.0,Employed,40-49,1,2,3,2.0,0,0,0,0,1,0,1,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,10.0,2,Adulti
730,2017,F,North-west,69.0,3.0,Retired,60-69,1,5,5,3.67,1,1,1,0,0,1,0,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,11.67,3,Anziani
731,2017,F,Centre,58.0,4.0,Homemaker,50-59,5,5,2,4.0,0,0,0,0,0,1,1,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,10.0,2,Adulti
732,2017,F,South,83.0,3.0,Retired,70+,2,3,3,2.67,0,0,1,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,11.67,3,Anziani
733,2017,F,Islands,55.0,4.0,Self-employed,50-59,2,2,2,2.0,0,0,1,1,1,0,1,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,9.0,2,Adulti
734,2017,M,North-west,66.0,4.0,Retired,60-69,3,5,3,3.67,0,0,0,0,1,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,11.67,3,Anziani
735,2017,F,North-west,78.0,4.0,Retired,70+,1,5,-97,3.0,0,1,1,0,1,1,0,4,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,11.0,3,Anziani
736,2017,M,North-east,21.0,1.0,Student,18-29,5,3,2,3.33,1,1,1,1,1,1,1,7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,16.33,1,Giovani
737,2017,F,Centre,72.0,5.0,Retired,70+,5,5,3,4.33,0,0,0,0,1,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,9.33,3,Anziani
739,2017,F,North-west,45.0,3.0,Homemaker,40-49,3,4,4,3.67,0,1,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,8.67,2,Adulti
740,2017,F,North-east,69.0,5.0,Retired,60-69,4,4,4,4.0,1,0,0,0,1,1,0,3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,12.0,3,Anziani
741,2017,F,South,68.0,4.0,Retired,60-69,5,4,2,3.67,0,1,0,0,1,1,0,3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,11.67,3,Anziani
742,2017,M,South,74.0,4.0,Retired,70+,2,2,2,2.0,1,0,0,0,1,1,0,3,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,11.0,3,Anziani
743,2017,F,North-west,86.0,5.0,Homemaker,70+,5,5,2,4.0,0,1,0,0,0,1,0,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,11.0,3,Anziani
744,2017,M,Centre,84.0,4.0,Retired,70+,3,3,2,2.67,1,1,1,1,1,1,1,7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,14.67,3,Anziani
745,2017,F,North-east,66.0,4.0,Retired,60-69,2,1,2,1.67,0,0,0,0,1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,9.67,3,Anziani
746,2017,M,Islands,34.0,3.0,Employed,30-39,1,5,5,3.67,0,0,0,0,1,1,0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,9.67,1,Giovani
747,2017,F,North-west,56.0,4.0,Self-employed,50-59,5,4,3,4.0,1,1,1,1,1,1,1,7,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,15.0,2,Adulti
748,2017,F,South,72.0,6.0,Retired,70+,4,5,4,4.33,0,0,0,0,1,1,0,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,11.33,3,Anziani
750,2017,F,South,46.0,3.0,Homemaker,40-49,1,2,3,2.0,1,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,9.0,2,Adulti
751,2017,F,North-west,48.0,1.0,Homemaker,40-49,5,5,3,4.33,0,0,0,0,1,1,0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,12.33,2,Adulti
752,2017,F,Centre,66.0,3.0,Retired,60-69,3,3,3,3.0,1,1,0,0,0,1,0,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,10.0,3,Anziani
753,2017,F,Centre,87.0,5.0,Retired,70+,5,5,4,4.67,0,0,0,0,1,0,0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,10.67,3,Anziani
755,2017,M,South,55.0,5.0,Employed,50-59,1,2,1,1.33,0,0,0,0,1,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.33,2,Adulti
756,2017,F,North-west,29.0,1.0,Employed,18-29,4,4,4,4.0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,1,Giovani
757,2017,M,North-west,71.0,5.0,Retired,70+,1,5,4,3.33,0,0,0,0,1,0,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,9.33,3,Anziani
758,2017,F,North-west,70.0,5.0,Retired,70+,5,5,4,4.67,0,0,0,0,1,1,0,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,10.67,3,Anziani
759,2017,F,North-west,61.0,4.0,Unemployed,60-69,2,3,3,2.67,1,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.67,3,Anziani
760,2017,M,North-west,67.0,5.0,Retired,60-69,3,3,1,2.33,1,1,0,0,1,1,0,4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,9.33,3,Anziani
761,2017,M,Centre,36.0,1.0,Unemployed,30-39,2,5,3,3.33,1,1,1,1,1,1,1,7,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,14.33,2,Adulti
762,2017,M,Islands,37.0,3.0,Employed,30-39,2,4,3,3.0,1,1,1,0,1,1,0,5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,2,Adulti
763,2017,M,North-west,23.0,3.0,Student,18-29,3,5,5,4.33,0,0,0,0,0,1,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,9.33,1,Giovani
765,2017,F,North-west,55.0,4.0,Employed,50-59,3,5,3,3.67,1,1,1,0,1,1,0,5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,13.67,2,Adulti
766,2017,M,North-east,48.0,4.0,Employed,40-49,1,-97,-97,2.33,1,1,0,0,1,0,0,3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,9.33,2,Adulti
768,2017,M,South,24.0,1.0,Student,18-29,1,2,1,1.33,1,0,1,1,0,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,8.0,12.33,1,Giovani
769,2017,F,Centre,40.0,1.0,Employed,40-49,2,1,3,2.0,0,0,0,0,1,0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,2,Adulti
770,2017,F,Centre,58.0,3.0,Homemaker,50-59,1,5,4,3.33,1,1,1,1,1,1,1,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,13.33,2,Adulti
771,2017,F,North-east,78.0,5.0,Retired,70+,4,5,3,4.0,1,0,0,0,1,0,0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,12.0,3,Anziani
772,2017,F,South,34.0,1.0,Unemployed,30-39,4,5,4,4.33,1,0,1,0,1,1,0,4,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,13.33,1,Giovani
773,2017,F,South,67.0,3.0,Retired,60-69,5,5,3,4.33,1,1,1,1,1,1,1,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,15.33,3,Anziani
774,2017,M,South,39.0,1.0,Self-employed,30-39,2,2,1,1.67,1,1,1,0,1,1,0,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,9.67,2,Adulti
